croptype,soiltype,season,month,climate,precipitation,wind,humidity,farming
Oilseeds,Red Soil,Northeast Monsoon,February,Tropical Semi-Arid,55.750281724213544,42.80725574647683,39.86839543719242,no
Rice,Laterite Soil,Southwest Monsoon,August,Tropical Savanna,6.189639993398077,19.3497300124265,39.83813812106062,no
Coffee,Laterite Soil,Hot Dry Season,July,Tropical Semi-Arid,88.47531338666288,26.298062740633,39.86428150285989,yes
Cardamom,Black Soil,Hot Dry Season,April,Tropical Semi-Arid,75.1504715936144,79.70408093798535,18.403914219870142,yes
Groundnut,Lateritic Red Soil,Hot Dry Season,April,Humid Subtropical Climate,27.17234046336938,74.93835665524348,86.63452680591176,no
Tapioca,Mountain Soil,Southwest Monsoon,January,Tropical Savanna,74.9249559979473,46.40228833128237,87.9391161971154,no
Oilseeds,Alluvial Soil,Hot Dry Season,February,Humid Subtropical Climate,61.906405090316305,36.7742957666082,30.815014295705478,no
Groundnut,Black Soil,Hot Dry Season,June,Humid Subtropical Climate,13.881741179469099,50.26079886194047,80.79538043470194,yes
Soybeans,Mountain Soil,Hot Dry Season,May,Subtropical Highland Climate,87.72806013155888,59.125545690948954,43.43231472952599,no
Coconut,Red Soil,Southwest Monsoon,October,Tropical Savanna,70.57431868012476,78.16201616845802,92.90048957292689,no
Turmeric,Lateritic Red Soil,Southwest Monsoon,December,Mountain Climate,93.58974208002839,80.72589288113517,21.951302745948965,yes
Cardamom,Mountain Soil,Hot Dry Season,January,Tropical Wet (Monsoon),68.03898123461292,57.6491253447434,70.19968714124201,no
Mango,Laterite Soil,Northeast Monsoon,June,Tropical Savanna,69.50077836399637,96.77308507205996,55.92488689948393,yes
Sugarcane,Lateritic Red Soil,Hot Dry Season,March,Humid Subtropical Climate,50.866074537509206,97.87732133795676,73.87964240626762,yes
Black Pepper,Red Soil,Southwest Monsoon,June,Mountain Climate,45.21189371741238,78.25785677832133,71.81721769464853,yes
Coconut,Red Soil,Northeast Monsoon,January,Tropical Savanna,93.8261981761573,58.67009118209352,13.505375062205571,yes
Turmeric,Black Soil,Southwest Monsoon,February,Tropical Savanna,56.64463288522701,82.36037003555566,77.29147512562004,no
Cardamom,Mountain Soil,Hot Dry Season,May,Tropical Semi-Arid,29.089500268187496,96.68234061152438,5.120124327814546,yes
Rice,Lateritic Red Soil,Northeast Monsoon,July,Tropical Savanna,23.067365139800867,31.59166377010839,41.17205576456041,no
Black Pepper,Mountain Soil,Southwest Monsoon,April,Tropical Semi-Arid,7.187849369315236,99.30660513499984,28.49358589019354,no
Coffee,Red Soil,Northeast Monsoon,June,Tropical Wet and Dry (Monsoon-Influenced),42.988025784208595,36.50378356510012,21.01757535976576,yes
Turmeric,Black Soil,Southwest Monsoon,September,Tropical Wet and Dry (Monsoon-Influenced),64.52234267145009,49.30967597155871,90.19780506599024,yes
Tapioca,Black Soil,Northeast Monsoon,March,Humid Subtropical Climate,72.41558475145257,70.72144046471716,50.75169061836403,yes
Coffee,Black Soil,Hot Dry Season,August,Mountain Climate,15.3046861194156,25.53790532151261,56.60084943396768,no
Sugarcane,Alluvial Soil,Northeast Monsoon,July,Mountain Climate,59.88102798822871,76.85296375746682,87.19824853401904,no
Turmeric,Laterite Soil,Hot Dry Season,December,Mountain Climate,50.65918898396695,4.758012725545524,41.654341712161525,yes
Rice,Lateritic Red Soil,Southwest Monsoon,May,Tropical Savanna,14.814673172040639,33.40643638375299,81.96972355511424,yes
Black Pepper,Mountain Soil,Northeast Monsoon,June,Tropical Semi-Arid,38.83305706094562,88.9445488824116,51.729883401467106,yes
Tapioca,Alluvial Soil,Northeast Monsoon,December,Tropical Wet (Monsoon),97.18936432416429,27.60776740508164,37.54664272269249,yes
Coconut,Red Soil,Hot Dry Season,September,Tropical Savanna,34.537953210038054,29.91771407759295,56.05811060544069,yes
Rice,Lateritic Red Soil,Southwest Monsoon,June,Tropical Wet (Monsoon),63.811630174448794,83.47004090348226,28.761968891222423,yes
Cardamom,Mountain Soil,Southwest Monsoon,December,Tropical Wet (Monsoon),96.82294817892145,46.90254404393838,98.92806729211087,yes
Red Chili,Mountain Soil,Southwest Monsoon,August,Subtropical Highland Climate,73.11508349988894,64.3684531283281,72.79474593129827,no
Coconut,Black Soil,Hot Dry Season,November,Tropical Semi-Arid,45.67116319201547,21.780860515110277,4.353986541003185,no
Coffee,Laterite Soil,Hot Dry Season,October,Subtropical Highland Climate,15.446804907507051,61.95743142127036,15.411013960009646,no
Turmeric,Mountain Soil,Northeast Monsoon,August,Tropical Semi-Arid,67.66979970677104,11.51982004396207,51.43659819442069,yes
Cashew,Black Soil,Hot Dry Season,October,Tropical Savanna,7.854612305716813,48.82073963258379,22.541726806819785,yes
Coconut,Laterite Soil,Hot Dry Season,June,Tropical Wet (Monsoon),86.5339433823699,25.066294902631824,64.42165854898438,no
Tea,Alluvial Soil,Northeast Monsoon,January,Tropical Savanna,80.36527822627731,68.04286247772528,49.86480475339876,no
Tapioca,Lateritic Red Soil,Southwest Monsoon,January,Tropical Savanna,79.26917404103641,1.5892540562284285,56.12469865607811,no
Soybeans,Mountain Soil,Southwest Monsoon,February,Tropical Wet and Dry (Monsoon-Influenced),74.60789215127184,99.51659062153814,55.85558731952638,yes
Banana,Alluvial Soil,Northeast Monsoon,February,Tropical Wet (Monsoon),16.034692923576955,29.5985077432927,90.74936834317437,yes
Groundnut,Black Soil,Hot Dry Season,May,Mountain Climate,7.649106715638732,43.03749308102444,57.35993117626088,no
Cardamom,Red Soil,Southwest Monsoon,August,Tropical Savanna,87.7031432193833,0.29400613566999967,66.82891439333109,no
Coffee,Mountain Soil,Hot Dry Season,June,Subtropical Highland Climate,10.727734178435277,83.98021158594825,9.503903299699967,no
Rice,Lateritic Red Soil,Southwest Monsoon,December,Tropical Semi-Arid,85.2046631218539,89.04791236742116,5.555627059367163,yes
Black Pepper,Black Soil,Northeast Monsoon,October,Tropical Semi-Arid,15.440208781651199,61.70736223585542,26.371207006627284,yes
Cashew,Mountain Soil,Southwest Monsoon,December,Mountain Climate,90.81813010695264,19.41079492839154,89.77258668685253,no
Coffee,Black Soil,Southwest Monsoon,June,Tropical Wet and Dry (Monsoon-Influenced),98.92533790726574,75.28985961581581,20.081537529670644,no
Coconut,Red Soil,Hot Dry Season,July,Tropical Wet (Monsoon),93.88900528979791,3.2091697002335384,63.89597022827842,no
Tea,Mountain Soil,Southwest Monsoon,January,Humid Subtropical Climate,31.05271071151178,4.201563593973868,69.26403906720505,no
Rice,Laterite Soil,Southwest Monsoon,September,Tropical Savanna,58.74437135661511,65.83931215648983,10.875594509729968,yes
Sugarcane,Alluvial Soil,Hot Dry Season,May,Tropical Semi-Arid,23.856314251390042,7.715765803841745,43.0518040136893,no
Betel Leaves,Alluvial Soil,Southwest Monsoon,September,Subtropical Highland Climate,74.62530353895845,98.10192039954883,54.5150437242032,yes
Oilseeds,Alluvial Soil,Northeast Monsoon,September,Tropical Wet (Monsoon),1.857888925919804,81.99341822133339,9.375444566792057,yes
Betel Leaves,Red Soil,Northeast Monsoon,February,Tropical Wet (Monsoon),86.90490521733118,10.046530406408571,26.25186203616623,yes
Soybeans,Alluvial Soil,Southwest Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),46.378586603474595,49.541819047522736,71.57611312141034,yes
Banana,Alluvial Soil,Northeast Monsoon,July,Subtropical Highland Climate,5.895879342459809,12.160748814312027,23.640603970270945,yes
Black Pepper,Red Soil,Hot Dry Season,September,Tropical Wet (Monsoon),22.628607635644528,8.719489496074551,65.19845625718462,no
Banana,Laterite Soil,Northeast Monsoon,June,Humid Subtropical Climate,71.960676339732,51.65563767202745,29.71008255809855,yes
Cotton,Mountain Soil,Northeast Monsoon,October,Tropical Wet and Dry (Monsoon-Influenced),8.032357799842815,43.801963251075314,67.34215108970976,yes
Groundnut,Mountain Soil,Hot Dry Season,January,Subtropical Highland Climate,35.22320685204492,44.55012821070062,50.34858059640206,no
Groundnut,Mountain Soil,Northeast Monsoon,August,Subtropical Highland Climate,8.495476126153456,90.0326846694308,20.06445886424606,yes
Banana,Alluvial Soil,Hot Dry Season,April,Tropical Wet and Dry (Monsoon-Influenced),16.11297542539679,35.39164527285597,6.969782134686653,yes
Cotton,Laterite Soil,Hot Dry Season,January,Tropical Wet and Dry (Monsoon-Influenced),90.92053945118356,76.04658643106755,95.39991916539408,yes
Betel Leaves,Alluvial Soil,Southwest Monsoon,May,Tropical Wet (Monsoon),28.33395010472859,57.212331158670935,75.01547195258682,no
Groundnut,Mountain Soil,Northeast Monsoon,March,Tropical Semi-Arid,42.37568745051791,7.110826732782039,79.5314112468784,no
Cotton,Mountain Soil,Northeast Monsoon,November,Mountain Climate,14.393032938836924,46.306322798296485,21.365397722876068,yes
Black Pepper,Black Soil,Northeast Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),16.624716323597188,57.140466244440766,72.93141578570192,no
Banana,Black Soil,Hot Dry Season,July,Humid Subtropical Climate,70.44849018141637,51.55481849832767,45.63015755573105,no
Mango,Laterite Soil,Hot Dry Season,July,Mountain Climate,97.99228182647238,36.91449174307336,7.672194122798459,no
Cotton,Mountain Soil,Southwest Monsoon,October,Tropical Wet (Monsoon),32.282287027983195,69.56696029176634,7.788404771682189,no
Cardamom,Mountain Soil,Hot Dry Season,July,Mountain Climate,88.32328534800958,71.50300854207731,36.018381262010244,yes
Rice,Lateritic Red Soil,Hot Dry Season,September,Tropical Wet and Dry (Monsoon-Influenced),17.410660062220916,88.29210437906859,51.90344169553512,yes
Betel Leaves,Mountain Soil,Hot Dry Season,November,Tropical Wet (Monsoon),18.22982775338442,4.3879051045889845,50.74632058439378,yes
Tea,Alluvial Soil,Southwest Monsoon,January,Tropical Wet (Monsoon),70.30688826370604,9.02032909945808,83.33174986715794,no
Groundnut,Mountain Soil,Northeast Monsoon,December,Tropical Savanna,25.265771928352223,87.18323825460604,81.45243648422586,no
Cardamom,Mountain Soil,Southwest Monsoon,January,Tropical Semi-Arid,37.900496842898114,89.88126211539863,27.509300087223842,no
Betel Leaves,Alluvial Soil,Northeast Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),15.754067067894928,67.60865968898626,54.301293916915725,no
Oilseeds,Lateritic Red Soil,Hot Dry Season,November,Tropical Wet (Monsoon),32.44334151470291,37.12094324366747,50.60421171851619,no
Banana,Mountain Soil,Northeast Monsoon,September,Tropical Savanna,15.734139998318852,81.86983211300017,50.97233200699475,yes
Mango,Black Soil,Northeast Monsoon,February,Humid Subtropical Climate,90.94395084936599,69.46804670891622,65.89808628304013,yes
Black Pepper,Lateritic Red Soil,Southwest Monsoon,August,Humid Subtropical Climate,38.55057765202169,75.31279960939698,96.37853365300516,no
Oilseeds,Mountain Soil,Southwest Monsoon,October,Tropical Wet (Monsoon),68.20051341778478,62.58488550239299,39.222164931617534,yes
Oilseeds,Lateritic Red Soil,Northeast Monsoon,March,Humid Subtropical Climate,42.24858928708509,13.320648164448311,40.37076949963308,no
Betel Leaves,Laterite Soil,Northeast Monsoon,November,Tropical Semi-Arid,64.05552877591312,53.64387043214515,65.00804913060088,yes
Soybeans,Laterite Soil,Hot Dry Season,March,Humid Subtropical Climate,17.389998543175555,77.59121084697865,22.450094025035295,yes
Cashew,Alluvial Soil,Southwest Monsoon,March,Tropical Wet (Monsoon),14.266855235047782,99.82496602215565,33.279401604886075,yes
Red Chili,Laterite Soil,Northeast Monsoon,July,Tropical Semi-Arid,10.982941058127304,66.2219286558587,22.415751118651027,no
Turmeric,Black Soil,Northeast Monsoon,November,Tropical Semi-Arid,46.10391460218367,34.48376305370328,81.76590321009354,yes
Cardamom,Lateritic Red Soil,Southwest Monsoon,January,Humid Subtropical Climate,10.962989602662654,60.7259360357029,51.89711180186084,yes
Cashew,Black Soil,Southwest Monsoon,June,Tropical Semi-Arid,6.767686825602393,44.32231655763732,24.066155141674184,yes
Black Pepper,Laterite Soil,Hot Dry Season,January,Tropical Semi-Arid,31.149759778676678,99.44595323580496,11.386513926058306,yes
Tea,Red Soil,Northeast Monsoon,December,Tropical Wet (Monsoon),45.57161245893035,72.66064942040987,57.67619429792292,no
Cashew,Mountain Soil,Southwest Monsoon,July,Tropical Semi-Arid,76.57441186470132,63.312049545314586,55.60919496304271,yes
Tapioca,Lateritic Red Soil,Southwest Monsoon,July,Tropical Semi-Arid,12.614977213066014,86.67071456611303,88.11972471645272,yes
Coffee,Laterite Soil,Southwest Monsoon,July,Tropical Wet and Dry (Monsoon-Influenced),11.450687202811272,13.35994188698134,27.939998078672033,yes
Betel Leaves,Alluvial Soil,Southwest Monsoon,August,Humid Subtropical Climate,38.582987824372935,36.529823667833924,96.26912350218663,yes
Tapioca,Laterite Soil,Southwest Monsoon,June,Humid Subtropical Climate,75.1229874619607,18.99389988413048,17.687194118929973,yes
Turmeric,Mountain Soil,Northeast Monsoon,November,Humid Subtropical Climate,32.42017738031598,57.958850837281474,28.047486811971023,no
Coconut,Black Soil,Northeast Monsoon,June,Mountain Climate,29.953786864980223,18.603233484933146,8.769089886996117,no
Cashew,Red Soil,Southwest Monsoon,December,Tropical Semi-Arid,78.39324229210652,77.21443449242558,64.98290882445178,no
Tapioca,Alluvial Soil,Southwest Monsoon,May,Subtropical Highland Climate,86.05623278791953,24.693989240987847,64.85382204316566,no
Soybeans,Lateritic Red Soil,Southwest Monsoon,April,Tropical Wet and Dry (Monsoon-Influenced),14.163427920220418,97.31088424285362,12.716090875646291,yes
Sugarcane,Laterite Soil,Southwest Monsoon,February,Tropical Semi-Arid,5.21130047818843,64.31723920970363,23.066088549830265,yes
Red Chili,Laterite Soil,Southwest Monsoon,August,Subtropical Highland Climate,72.12001205691219,91.57104200356902,11.56156233080522,yes
Cotton,Laterite Soil,Southwest Monsoon,April,Tropical Semi-Arid,79.0838953499637,86.83732767425347,50.04970650751459,no
Tapioca,Laterite Soil,Northeast Monsoon,June,Tropical Wet and Dry (Monsoon-Influenced),3.608346438587584,7.930293439732095,98.18033047526042,yes
Cashew,Mountain Soil,Hot Dry Season,April,Tropical Savanna,51.0698674805423,81.7594991730999,30.117458985067803,no
Tea,Black Soil,Southwest Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),56.62396590093813,71.97226154525738,59.68818897700247,yes
Cashew,Mountain Soil,Northeast Monsoon,April,Mountain Climate,82.18311067919409,33.628146089916065,22.37499481018199,yes
Sugarcane,Laterite Soil,Northeast Monsoon,March,Tropical Wet and Dry (Monsoon-Influenced),79.01528798823664,48.92171849587125,28.24286183737945,yes
Coconut,Laterite Soil,Southwest Monsoon,August,Subtropical Highland Climate,16.14126968017886,27.19332918573748,91.4973840297355,no
Tapioca,Red Soil,Hot Dry Season,August,Subtropical Highland Climate,96.1786888261705,81.72547870608624,15.56746025756156,no
Banana,Mountain Soil,Southwest Monsoon,July,Tropical Wet and Dry (Monsoon-Influenced),55.237328829168284,4.12566407136331,2.141630688325491,yes
Black Pepper,Alluvial Soil,Southwest Monsoon,January,Subtropical Highland Climate,20.609484215274232,88.4663439370357,33.51001669123751,no
Banana,Alluvial Soil,Northeast Monsoon,August,Tropical Semi-Arid,95.93859761797133,63.41702041192087,55.15623278103394,no
Cashew,Laterite Soil,Hot Dry Season,April,Tropical Wet and Dry (Monsoon-Influenced),76.99296768580656,30.32006029898865,31.91626173857123,yes
Groundnut,Black Soil,Southwest Monsoon,April,Tropical Savanna,80.61687354003843,30.40103329954611,74.59786376067782,yes
Sugarcane,Laterite Soil,Northeast Monsoon,May,Subtropical Highland Climate,33.47723234170085,95.49009974928614,82.97803813182287,no
Tea,Black Soil,Northeast Monsoon,September,Tropical Wet and Dry (Monsoon-Influenced),55.13684378999204,35.57720350869823,92.19758325375713,no
Mango,Lateritic Red Soil,Northeast Monsoon,November,Tropical Savanna,58.763907002223135,80.29437238767134,78.59869146787956,no
Cashew,Red Soil,Hot Dry Season,May,Mountain Climate,73.57988505589206,50.24227773801656,89.87333575315286,no
Tapioca,Lateritic Red Soil,Northeast Monsoon,September,Tropical Savanna,7.527664981884296,46.41662965486669,26.187580712437942,yes
Banana,Lateritic Red Soil,Hot Dry Season,July,Tropical Wet (Monsoon),88.41849888487141,65.38913456308349,67.11525683170821,no
Rice,Alluvial Soil,Northeast Monsoon,September,Mountain Climate,94.71176010247815,35.03058289031047,78.63341536146329,no
Banana,Mountain Soil,Hot Dry Season,September,Subtropical Highland Climate,72.61358917727628,80.42097934310833,28.811399316242547,yes
Tapioca,Lateritic Red Soil,Hot Dry Season,July,Tropical Wet and Dry (Monsoon-Influenced),94.24118369221382,83.92113906723479,66.93465671406615,yes
Oilseeds,Mountain Soil,Hot Dry Season,September,Subtropical Highland Climate,74.54980485589189,4.401495885756046,15.015900723673624,no
Soybeans,Lateritic Red Soil,Hot Dry Season,August,Tropical Wet (Monsoon),93.1921044855471,88.69876176974097,29.94049801127727,no
Betel Leaves,Red Soil,Hot Dry Season,September,Tropical Wet and Dry (Monsoon-Influenced),80.47205806273412,74.78345653309712,73.80119550880792,no
